n,k,p,seed,total,depth
7,6,7,1,10284,34
7,6,7,0,10284,34
7,6,7,3,10284,34
7,6,7,4,10284,34
7,6,7,5,10284,34
7,6,7,6,10284,34
7,6,7,7,10284,34
7,6,7,8,10284,34
7,6,7,9,10284,34
7,6,8,0,11677,38
7,6,8,1,11677,38
7,6,8,2,11677,38
7,6,8,3,11677,38
7,6,8,4,11677,38
7,6,8,5,11677,38
7,6,8,6,11677,38
7,6,8,7,11677,38
7,6,8,8,11677,38
7,6,8,9,11677,38
7,6,9,1,13070,42
7,6,9,2,13070,42
7,6,9,0,13070,42
7,6,9,3,13070,42
7,6,9,4,13070,42
7,6,9,6,13070,42
7,6,9,5,13070,42
7,6,9,7,13070,42
7,6,9,8,13070,42
7,6,9,9,13070,42
7,6,10,0,14463,46
7,6,10,1,14463,46
7,6,10,2,14463,46
7,6,10,3,14463,46
7,6,10,4,14463,46
7,6,10,5,14463,46
7,6,10,6,14463,46
7,6,10,7,14463,46
7,6,10,8,14463,46
7,6,10,9,14463,46
7,6,11,0,15856,50
7,6,11,4,15856,50
7,6,11,1,15856,50
7,6,11,2,15856,50
7,6,11,3,15856,50
7,6,11,5,15856,50
7,6,11,6,15856,50
7,6,11,7,15856,50
7,6,11,8,15856,50
7,6,11,9,15856,50
7,6,12,0,17249,54
7,6,12,1,17249,54
7,6,12,2,17249,54
7,6,12,3,17249,54
7,6,12,5,17249,54
7,6,12,4,17249,54
7,6,12,6,17249,54
7,6,12,7,17249,54
7,6,12,8,17249,54
7,6,12,9,17249,54
7,6,13,0,18642,58
7,6,13,1,18642,58
7,6,13,3,18642,58
7,6,13,2,18642,58
7,6,13,4,18642,58
7,6,13,5,18642,58
7,6,13,6,18642,58
7,6,13,7,18642,58
7,6,13,8,18642,58
7,6,14,5,20035,62
7,6,14,0,20035,62
7,6,13,9,18642,58
7,6,14,1,20035,62
7,6,14,2,20035,62
7,6,14,3,20035,62
7,6,15,0,21428,66
7,6,14,4,20035,62
7,6,15,2,21428,66
7,6,14,6,20035,62
7,6,14,7,20035,62
7,6,14,8,20035,62
7,6,14,9,20035,62
7,6,15,1,21428,66
7,6,15,3,21428,66
7,6,15,4,21428,66
7,6,15,5,21428,66
7,6,15,6,21428,66
7,6,15,7,21428,66
7,6,15,8,21428,66
7,6,15,9,21428,66
7,6,16,0,22821,70
7,6,16,1,22821,70
7,6,16,2,22821,70
7,6,16,3,22821,70
7,6,16,4,22821,70
7,6,16,6,22821,70
7,6,16,5,22821,70
7,6,16,7,22821,70
7,6,16,8,22821,70
7,6,17,3,24214,74
7,6,16,9,22821,70
7,6,17,0,24214,74
7,6,17,1,24214,74
7,6,17,2,24214,74
7,6,17,8,24214,74
7,6,17,4,24214,74
7,6,17,5,24214,74
7,6,18,1,25607,78
7,6,17,6,24214,74
7,6,17,7,24214,74
7,6,17,9,24214,74
7,6,18,0,25607,78
7,6,18,2,25607,78
7,6,18,4,25607,78
7,6,18,3,25607,78
7,6,18,5,25607,78
7,6,18,6,25607,78
7,6,18,7,25607,78
7,6,18,8,25607,78
7,6,18,9,25607,78
7,6,19,0,27000,82
7,6,19,1,27000,82
7,6,19,2,27000,82
7,6,19,3,27000,82
7,6,19,4,27000,82
7,6,19,5,27000,82
7,6,19,9,27000,82
7,6,19,6,27000,82
7,6,20,1,28393,86
7,6,19,7,27000,82
7,6,19,8,27000,82
7,6,20,0,28393,86
7,6,20,2,28393,86
7,6,20,8,28393,86
7,6,20,3,28393,86
7,6,20,4,28393,86
7,6,20,6,28393,86
7,6,20,5,28393,86
7,6,20,7,28393,86
7,6,20,9,28393,86
7,6,21,0,29786,90
7,6,21,1,29786,90
7,6,21,2,29786,90
7,6,21,3,29786,90
7,6,21,5,29786,90
7,6,21,4,29786,90
7,6,21,6,29786,90
7,6,21,8,29786,90
7,6,21,7,29786,90
7,6,21,9,29786,90
7,6,22,0,31179,94
7,6,22,1,31179,94
7,6,22,3,31179,94
7,6,22,2,31179,94
7,6,22,4,31179,94
7,6,22,5,31179,94
7,6,22,6,31179,94
7,6,22,7,31179,94
7,6,22,8,31179,94
7,6,22,9,31179,94
7,6,23,0,32572,98
7,6,23,1,32572,98
7,6,23,2,32572,98
7,6,23,3,32572,98
7,6,23,4,32572,98
7,6,23,5,32572,98
7,6,23,6,32572,98
7,6,23,7,32572,98
7,6,23,8,32572,98
7,6,23,9,32572,98
7,6,24,0,33965,102
7,6,24,1,33965,102
7,6,24,2,33965,102
7,6,24,3,33965,102
7,6,24,4,33965,102
7,6,24,5,33965,102
7,6,24,6,33965,102
7,6,24,7,33965,102
7,6,24,8,33965,102
7,6,24,9,33965,102
